0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174847,1365065,1
0,174847,1365065,1
0,174751,1365062,2
0,174751,1365062,2
0,174608,1365047,3
0,174608,1365047,3
0,174412,1365032,4
0,174412,1365032,4
0,174169,1364999,5
0,174169,1364999,5
0,173873,1364971,6
0,173873,1364971,6
0,173521,1364959,7
0,173521,1364959,7
0,173123,1364960,8
0,173123,1364960,8
0,172683,1364979,9
0,172683,1364979,9
0,172213,1365022,10
0,172213,1365022,10
0,171707,1365076,11
0,171707,1365076,11
0,171172,1365157,11
0,171172,1365157,11
0,170586,1365229,12
0,170586,1365229,12
0,169953,1365267,13
0,169953,1365267,13
0,169289,1365290,14
0,169289,1365290,14
0,168598,1365301,15
0,168598,1365301,15
0,167880,1365295,15
0,167880,1365295,15
0,167129,1365268,16
0,167129,1365268,16
0,166328,1365261,17
0,166328,1365261,17
0,165488,1365295,18
0,165488,1365295,18
0,164620,1365352,19
0,164620,1365352,19
0,163719,1365432,19
0,163719,1365432,19
0,162768,1365503,20
0,162768,1365503,20
0,161773,1365530,21
0,161773,1365530,21
0,160745,1365530,22
0,160745,1365530,22
0,159684,1365510,23
0,159684,1365510,23
0,158590,1365469,24
0,158590,1365469,24
1,157457,1365403,24
1,157457,1365403,24
1,156270,1365367,26
1,156270,1365367,26
1,155038,1365367,27
1,155038,1365367,27
1,153763,1365379,28
1,153763,1365379,28
1,152447,1365411,28
1,152447,1365411,28
1,151079,1365443,30
1,151079,1365443,30
1,149664,1365426,31
1,149664,1365426,31
1,148203,1365380,32
1,148203,1365380,32
1,146702,1365306,32
1,146702,1365306,32
1,145161,1365204,33
1,145161,1365204,33
1,143577,1365072,34
1,143577,1365072,34
1,141939,1364960,36
1,141939,1364960,36
1,140253,1364879,37
1,140253,1364879,37
1,138524,1364813,37
1,138524,1364813,37
1,136752,1364762,38
1,136752,1364762,38
1,134930,1364698,40
1,134930,1364698,40
1,133067,1364581,40
1,133067,1364581,40
1,131169,1364424,41
