354695,1372032
348340,1372035
341973,1372038
335630,1372041
329317,1372044
323031,1372047
316749,1372050
310464,1372053
304182,1372056
297881,1372059
291569,1372062
285247,1372065
278903,1372068
272547,1372071
266181,1372074
259793,1372077
253393,1372080
246984,1372083
240554,1372086
234113,1372089
227663,1372092
221192,1372095
214711,1372098
208221,1372101
201712,1372104
195193,1372107
188666,1372110
182119,1372113
175563,1372116
168999,1372119
162417,1372122
155825,1372125
149224,1372128
142605,1372131
135976,1372134
129340,1372137
122686,1372140
116022,1372143
109351,1372146
102661,1372149
95962,1372152
89256,1372155
82531,1372158
75797,1372161
69067,1372164
62341,1372167
55616,1372170
48886,1372173
42140,1372176
35384,1372179
28631,1372182
21882,1372185
15134,1372188
8389,1372191
1648,1372194
-5092,1372197
-11829,1372200
-18562,1372203
-25295,1372206
-32033,1372209
-38788,1372212
-45552,1372215
-52313,1372218
-59070,1372221
-65826,1372224
-72579,1372227
-79328,1372230
-86077,1372233
-92822,1372236
-99563,1372239
-106304,1372242
-113041,1372245
-119775,1372248
-126508,1372251
-133247,1372254
-140003,1372257
-146768,1372260
-153530,1372263
-160288,1372266
-167045,1372269
-173799,1372272
-180549,1372275
-187298,1372278
-194044,1372281
-200786,1372284
-207528,1372287
-214266,1372290
-221001,1372293
-227735,1372296
-234475,1372299
-241232,1372302
-247998,1372305
-254761,1372308
-261520,1372311
-268278,1372314
-275033,1372317
-281784,1372320
-288535,1372323
-295282,1372326
-302026,1372329
-308769,1372332
-315509,1372335
-322245,1372338
-328981,1372341
-335722,1372344
-342481,1372347
-349249,1372350
-356013,1372353
-362774,1372356
-369534,1372359
-376290,1372362
-383043,1372365
-389795,1372368
-396544,1372371
-403289,1372374
-410033,1372377
-416774,1372380
-423511,1372383
-430248,1372386
-436990,1372389
-443750,1372392
-450518,1372395
-457283,1372398
-464044,1372401
-470805,1372404
-477562,1372407
-484315,1372410
-491068,1372413
-497817,1372416
-504562,1372419
-511307,1372422
-518048,1372425
-524786,1372428
-531523,1372431
-538265,1372434
-545025,1372437
-551794,1372440
-558559,1372443
-565321,1372446
-572082,1372449
-578839,1372452
-585593,1372455
-592346,1372458
-599095,1372461
-605841,1372464
-612586,1372467
-619327,1372470
-626065,1372473
-632802,1372476
-639545,1372479
-646305,1372482
-653074,1372485
-659839,1372488
-666601,1372491
-673362,1372494
-680119,1372497
-686873,1372500
-693626,1372503
-700376,1372506
-707122,1372509
-713868,1372512
-720611,1372515
-727350,1372518
-734089,1372521
-740824,1372524
-747556,1372527
-754287,1372530
-761024,1372533
-767778,1372536
-774542,1372539
-781302,1372542
-788059,1372545
-794815,1372548
-801568,1372551
-808317,1372554
-815065,1372557
-821810,1372560
-828551,1372563
-835291,1372566
-842028,1372569
-848761,1372572
-855494,1372575
-862232,1372578
-868988,1372581
-875753,1372584
-882514,1372587
-889271,1372590
-896027,1372593
-902780,1372596
-909529,1372599
-916277,1372602
-923021,1372605
-929762,1372609
-936502,1372613
-943239,1372617
-949972,1372621
-956705,1372625
-963443,1372629
-970198,1372633
-976963,1372637
-983724,1372641
-990482,1372645
-997239,1372649
-1003993,1372653
-1010743,1372657
-1017492,1372661
-1024238,1372666
-1030981,1372671
-1037723,1372676
-1044462,1372682
-1051198,1372688
-1057934,1372693
-1064675,1372698
-1071434,1372703
-1078202,1372708
-1084967,1372713
-1091729,1372717
-1098490,1372721
-1105248,1372725
-1112002,1372729
-1118756,1372733
-1125506,1372737
-1132253,1372741
-1138999,1372744
-1145741,1372747
-1152480,1372750
-1159218,1372753
-1165953,1372756
-1172684,1372759
-1179415,1372762
-1186151,1372765
-1192905,1372768
-1199668,1372771
