2532,0,7323,7330,0
2532,0,7323,7330,0
2538,0,7319,7323,0
2538,0,7319,7323,0
2542,0,7316,7319,0
2542,0,7316,7319,0
2545,0,7313,7316,0
2545,0,7313,7316,0
2548,0,7311,7313,0
2548,0,7311,7313,0
2550,0,7310,7311,0
2550,0,7310,7311,0
2551,0,7309,7310,0
2551,0,7309,7310,0
2552,0,7308,7309,0
2552,0,7308,7309,0
2553,0,7307,7308,0
2553,0,7307,7308,0
2554,0,7307,7307,0
2554,0,7307,7307,0
2554,0,7306,7307,0
2554,0,7306,7307,0
2555,0,7306,7306,0
2555,0,7306,7306,0
2555,0,7306,7306,0
2555,0,7306,7306,0
2555,0,7305,7306,0
2555,0,7305,7306,0
2556,0,7305,7305,0
2556,0,7305,7305,0
2556,0,7305,7305,0
2556,0,7305,7305,0
2556,0,7305,7305,0
2556,0,7305,7305,0
2556,0,7305,7305,0
2556,0,7305,7305,0
2556,0,7305,7305,0
2556,0,7305,7305,0
4096,2,7006,7305,1
4096,2,7006,7305,1
4096,2,6726,7288,2
4096,2,6726,7288,2
4096,2,6471,7254,3
4096,2,6471,7254,3
4096,2,6240,7207,4
4096,2,6240,7207,4
4096,2,6021,7149,4
4096,2,6021,7149,4
4096,2,5814,7081,5
4096,2,5814,7081,5
4096,2,5610,7005,7
4096,2,5610,7005,7
4096,2,5408,6922,7
4096,2,5408,6922,7
4096,2,5209,6832,9
4096,2,5209,6832,9
4096,2,5013,6736,9
4096,2,5013,6736,9
4096,2,4819,6635,10
4096,2,4819,6635,10
4096,2,4627,6529,11
4096,2,4627,6529,11
4096,2,4438,6418,12
4096,2,4438,6418,12
4096,2,4252,6303,13
4096,2,4252,6303,13
4096,2,4069,6185,14
4096,2,4069,6185,14
4096,2,3889,6063,15
4096,2,3889,6063,15
4096,2,3712,5938,15
4096,2,3712,5938,15
4096,1,3540,5811,16
4096,1,3540,5811,16
4096,1,3617,5682,17
4096,1,3617,5682,17
4096,1,3695,5566,18
4096,1,3695,5566,18
4096,1,3767,5461,19
4096,1,3767,5461,19
4096,1,3840,5366,20
4096,1,3840,5366,20
