2.436409000000000000e+06,1.841917000000000000e+06
2.435709000000000000e+06,1.841917000000000000e+06
2.435009000000000000e+06,1.841917000000000000e+06
2.434309000000000000e+06,1.841917000000000000e+06
2.433609000000000000e+06,1.841917000000000000e+06
2.432909000000000000e+06,1.841917000000000000e+06
2.432209000000000000e+06,1.841917000000000000e+06
2.431509000579928979e+06,1.841916145183962071e+06
2.430809001147551462e+06,1.841915254089493537e+06
2.430109001652803738e+06,1.841914413429508684e+06
2.429409002107006032e+06,1.841913616485831561e+06
2.428709002520057373e+06,1.841912856259069638e+06
2.428009002894353122e+06,1.841912132371142041e+06
2.427309003236080054e+06,1.841911440863378346e+06
2.426609003558490891e+06,1.841910769234067295e+06
2.425909003859115764e+06,1.841910120485504391e+06
2.425209004134629853e+06,1.841909499564648839e+06
2.424509004537393339e+06,1.841908780760732014e+06
2.423809005517766345e+06,1.841907609214255586e+06
2.423109006456953008e+06,1.841906462840059306e+06
2.422409007351519540e+06,1.841905343736773124e+06
2.421709008195853792e+06,1.841904256717541488e+06
2.421009009017919190e+06,1.841903183921866352e+06
2.420309009789712727e+06,1.841902144557212014e+06
2.419609010551104322e+06,1.841901112109957496e+06
2.418909011265980545e+06,1.841900111759809311e+06
2.418209011975190137e+06,1.841899115319537697e+06
2.417509012646891642e+06,1.841898145635123132e+06
2.416809013313684147e+06,1.841897179452468874e+06
2.416109013948261738e+06,1.841896236966463504e+06
2.415409014575490728e+06,1.841895299885643180e+06
2.414709015178665519e+06,1.841894381034042453e+06
2.414009015770519618e+06,1.841893470761730103e+06
2.413309016346699093e+06,1.841892572713460075e+06
2.412609016906088684e+06,1.841891687758414773e+06
2.411909017459406517e+06,1.841890807666411158e+06
2.411209017991546541e+06,1.841889944535131101e+06
2.410509018523686565e+06,1.841889081403851509e+06
2.409809019029610325e+06,1.841888239830970764e+06
2.409109019532804377e+06,1.841887400503037265e+06
2.408409020022941288e+06,1.841886572203416843e+06
2.407709020501160994e+06,1.841885753969025100e+06
2.407009020977602806e+06,1.841884937274361262e+06
2.406309021433182061e+06,1.841884138643962331e+06
2.405609021888761315e+06,1.841883340013564099e+06
2.404909022333356552e+06,1.841882551113716792e+06
2.404209022769808304e+06,1.841881769427995663e+06
2.403509023205928970e+06,1.841880988042708021e+06
2.402809023621248547e+06,1.841880225515927654e+06
2.402109024036568124e+06,1.841879462989146356e+06
2.401409024444671813e+06,1.841878707161282888e+06
2.400709024841622449e+06,1.841877961687797215e+06
2.400009025238573086e+06,1.841877216214311542e+06
2.399309025623609778e+06,1.841876482048591599e+06
2.398609026003779843e+06,1.841875752502348740e+06
2.397909026383949909e+06,1.841875022956106346e+06
2.397209026749236975e+06,1.841874307837415952e+06
2.396509027114040218e+06,1.841873593187456718e+06
2.395809027476327494e+06,1.841872881027476396e+06
2.395109027826327365e+06,1.841872181027826387e+06
2.394409028176327236e+06,1.841871481028176378e+06
2.393709028521972243e+06,1.841870785427263239e+06
2.393009028858051635e+06,1.841870099489326822e+06
2.392309029194131028e+06,1.841869413551390870e+06
2.391609029525005724e+06,1.841868732977449661e+06
2.390909029847978614e+06,1.841868060547404457e+06
2.390209030170951504e+06,1.841867388117359253e+06
2.389509030488824937e+06,1.841866721046643564e+06
2.388809030799736734e+06,1.841866061291988473e+06
2.388109031110648531e+06,1.841865401537333149e+06
2.387409031417099293e+06,1.841864746560052736e+06
2.386709031716612633e+06,1.841864099011763697e+06
2.386009032016125973e+06,1.841863451463474892e+06
2.385309032312533353e+06,1.841862807302102447e+06
2.384609032601789571e+06,1.841862170938728843e+06
2.383909032891045790e+06,1.841861534575355705e+06
2.383209033178624231e+06,1.841860900074233534e+06
2.382509033457392827e+06,1.841860275353375589e+06
2.381809033736161422e+06,1.841859650632517645e+06
2.381109034014930017e+06,1.841859025911659934e+06
2.380409034284635447e+06,1.841858411433583125e+06
2.379709034553948790e+06,1.841857797398731578e+06
2.379009034823262133e+06,1.841857183363880031e+06
2.378309035086275544e+06,1.841856576571872691e+06
2.377609035346606746e+06,1.841855972863602452e+06
2.376909035606937949e+06,1.841855369155331515e+06
2.376209035864034202e+06,1.841854769228565274e+06
2.375509036116038915e+06,1.841854175253386376e+06
2.374809036368043628e+06,1.841853581278207945e+06
2.374109036619883031e+06,1.841852987499264767e+06
2.373409036864158232e+06,1.841852402704147156e+06
2.372709037108433433e+06,1.841851817909029545e+06
2.372009037352708634e+06,1.841851233113911934e+06
2.371309037592546083e+06,1.841850653671404812e+06
2.370609037829441950e+06,1.841850077776906081e+06
2.369909038066337816e+06,1.841849501882407581e+06
2.369209048969151452e+06,1.841847612768193241e+06
2.368509132198475767e+06,1.841836818597216858e+06
2.367809215427800082e+06,1.841826024426240474e+06
2.367109298657124396e+06,1.841815230255264090e+06
2.366409366169252433e+06,1.841805549706849270e+06
2.365709423552098218e+06,1.841796586856209673e+06
2.365009480934944004e+06,1.841787624005569611e+06
2.364309538264959119e+06,1.841778665306118084e+06
2.363609594250367954e+06,1.841769812259293161e+06
2.362909650235776789e+06,1.841760959212468471e+06
2.362209706221185625e+06,1.841752106165643316e+06
2.361509761564441025e+06,1.841743304237840697e+06
2.360809816032584291e+06,1.841734571973895654e+06
2.360109870500727557e+06,1.841725839709950844e+06
2.359409924968870822e+06,1.841717107446005102e+06
2.358709980950543657e+06,1.841708254954337142e+06
2.358010037413690705e+06,1.841699364216571208e+06
2.357310093876837753e+06,1.841690473478805274e+06
2.356610151118717622e+06,1.841681525377380894e+06
2.355910224174693692e+06,1.841671412364501273e+06
2.355210297230669763e+06,1.841661299351621885e+06
2.354510370286645833e+06,1.841651186338742496e+06
2.353810448703973088e+06,1.841640723210786702e+06
2.353110540285897907e+06,1.841629400388372364e+06
2.352410631867822725e+06,1.841618077565958025e+06
2.351710723449747544e+06,1.841606754743543686e+06
2.351010822525976226e+06,1.841594986490230775e+06
2.350310929347748868e+06,1.841582757873361930e+06
2.349611036169521511e+06,1.841570529256493552e+06
2.348911142991294153e+06,1.841558300639624707e+06
2.348211263896588236e+06,1.841545303251980338e+06
2.347511392441681586e+06,1.841531888834120007e+06
2.346811520986774936e+06,1.841518474416259676e+06
2.346111649531868286e+06,1.841505059998399112e+06
2.345411792579073925e+06,1.841490914761608001e+06
2.344711939912028145e+06,1.841476553548946045e+06
2.344012087244982366e+06,1.841462192336284090e+06
2.343312234577936586e+06,1.841447831123621901e+06
2.342612394287190866e+06,1.841432880649287486e+06
2.341912555805094074e+06,1.841417844061362091e+06
2.341212717322997283e+06,1.841402807473436464e+06
2.340512878840900492e+06,1.841387770885511301e+06
2.339813054499447346e+06,1.841372090684159892e+06
2.339113230922122020e+06,1.841356375703430502e+06
2.338413407344796695e+06,1.841340660722700879e+06
2.337713583860452753e+06,1.841324941748344805e+06
2.337013787213777658e+06,1.841308070076762466e+06
2.336313990567102563e+06,1.841291198405179894e+06
2.335614193920427468e+06,1.841274326733597554e+06
2.334914397355879657e+06,1.841257451666143257e+06
2.334214603251935914e+06,1.841240474855915643e+06
2.333514809147992171e+06,1.841223498045688029e+06
2.332815015044048429e+06,1.841206521235460415e+06
2.332115221134343185e+06,1.841189536487801233e+06
2.331415434268613812e+06,1.841172263892384712e+06
2.330715647402884439e+06,1.841154991296967957e+06
2.330015860537155066e+06,1.841137718701551668e+06
2.329316073671425693e+06,1.841120446106135147e+06
2.328616293812230695e+06,1.841102892002258915e+06
2.327916514138794038e+06,1.841085330434992444e+06
2.327216734465357382e+06,1.841067768867725972e+06
2.326516954791920725e+06,1.841050207300459500e+06
2.325817176028158050e+06,1.841032609527930850e+06
2.325117397395167965e+06,1.841015006550601916e+06
