3.546950000000000000e+05,1.372032000000000000e+06
3.446950011127172038e+05,1.372036717448823852e+06
3.346950022298892145e+05,1.372041444320182316e+06
3.246950033635040163e+05,1.372046205852674088e+06
3.146950045033323113e+05,1.372050980427444680e+06
3.046950056431652047e+05,1.372055755011631642e+06
2.946950067756866920e+05,1.372060514255334856e+06
2.846950079022819991e+05,1.372065261030310998e+06
2.746950090186210000e+05,1.372069986150557641e+06
2.646950101286367862e+05,1.372074697866251459e+06
2.546950112292947888e+05,1.372079389682236360e+06
2.446950123236101063e+05,1.372084067956925137e+06
2.346950134098388080e+05,1.372088728917834349e+06
2.246950144896000857e+05,1.372093375978447031e+06
2.146950155620987935e+05,1.372098007388800150e+06
2.046950166282762075e+05,1.372102625126765342e+06
1.946950176880074141e+05,1.372107228887227830e+06
1.846950187417436100e+05,1.372111819603448035e+06
1.746950197892349970e+05,1.372116396700279089e+06
1.646950208312000032e+05,1.372120961704270216e+06
1.546950218671651965e+05,1.372125513548613526e+06
1.446950228973694029e+05,1.372130052716620034e+06
1.346950239217788039e+05,1.372134579103109427e+06
1.246950249410937977e+05,1.372139094217790291e+06
1.146950259547344031e+05,1.372143596750432625e+06
1.046950269632489071e+05,1.372148087880285457e+06
9.469502796628250508e+04,1.372152566793334438e+06
8.469502896436449373e+04,1.372157034633919131e+06
7.469502995742279745e+04,1.372161491219929885e+06
6.469503095147260319e+04,1.372165950030797627e+06
5.469503194627790072e+04,1.372170410535536474e+06
4.469503293783809931e+04,1.372174863756475970e+06
3.469503392454650020e+04,1.372179306071113097e+06
2.469503491178389959e+04,1.372183749577013543e+06
1.469503589997980089e+04,1.372188195239777677e+06
4.695036889532600071e+03,1.372192643953320105e+06
-5.304962119951100249e+03,1.372197094832471339e+06
-1.530496112807200007e+04,1.372201548772223992e+06
-2.530496013542560104e+04,1.372206004434610717e+06
-3.530495914588069718e+04,1.372210453127674060e+06
-4.530495816139719682e+04,1.372214890430881642e+06
-5.530495717662700190e+04,1.372219328381164698e+06
-6.530495619083609927e+04,1.372223768630635459e+06
-7.530495520378599758e+04,1.372228211715159472e+06
-8.530495421583909774e+04,1.372232656817698618e+06
-9.530495322651909373e+04,1.372237105008111568e+06
-1.053049522362259013e+05,1.372241555385952815e+06
-1.153049512446737936e+05,1.372246008591288002e+06
-1.253049502521577961e+05,1.372250463961199624e+06
-1.353049492620890960e+05,1.372254913831821643e+06
-1.453049482775783108e+05,1.372259351196575444e+06
-1.553049472933472134e+05,1.372263787931618746e+06
